prompt,title,essay,competence,score
73,,"['Ideias de igualdades e liberdade iniciou-se principalmente no século XVIII, com os pensadores iluministas, e vêm sendo discutida até hoje. No Brasil\xa0 essa discussão chegou no ponto crítico, especialmente em relação a discriminação sofrida pelos negros. Visando isso é manifesto a preocupação para as resoluções em relação aos desafios encontrados pelos negros atualmente.', 'De acordo com o Artigo 5° da onstituição Federal de 1988, todos os cidadãos são iguais perante a lei . Nessa situação, como pode ser percebido diante dos dados do Sistema de Informações sobre Mortalidade do Ministério da Saúde, que aponta que 71,4% das 49,3 mil vítimas de homicídios em 2011 eram negras, o que corresponde a 35,2 mil assassinatos, de que o direito de igualdade e segurança que deveriam está sendo concedido, não está sendo aplicado a eles.', 'Segundo os dados do IBGE (Instituto Brasileiro de Geografia e Estatística), a população negra formada por pretos e pardos, de acordo com a nomenclatura adotada pelo é maioria na longa fila do desemprego e ganha 56% do rendimento médio dos brancos, segundo os últimos dados do instituto. Em suma, isso demonstra a desigualdade social em que os negros convivem no seu cotidiano, dando ênfase para a preocupação para mudar essa situação brasileira.', 'Segundo Nelson Mandela\xa0 a igualdade social é a base para felicidade humana. Diante disso, as instituições, em parcerias com o estado, mídia e ONGs (Organizações não governamentais) devem promover o pensamento crítico,\xa0 por meio de palestras, projetos, campanhas publicitárias, tendo em vista a conscientização da importância do respeito e é de muita relevância um maior diálogo entre pais, filhos e escola, dessa forma de acordo com Nelson Mandela\xa0para criarmos uma base para felicidade humana.']","[120, 120, 120, 120, 120]",600
69,Transição agricola,"['Segundo a teoria Malthusiana, a produção de alimentos não acompanharia o ritmo de crescimento da população. Quando Thomas althus apresentou sua teoria, ele não preveu o avanço tecnológico que ocorreria nos próximos séculos (vide a Revolução Verde do século 20), mesmo assim, sua tese serviu de alerta aos países para questões ligadas à alimentação. Dessa forma, algo semelhante ocorre atualmente, ou seja, há preocupação quanto ao uso de agrotóxicos. No entanto, isso não deve ser tratado como problema crônico, haja vista, que no mínimo servirá como incentivo ao surgimento de novos meios produtivos.tr', 'Hoje, o pensamento sustentável permeia na maioria das nações mundiais, prova disso, é que os ambientalistas condenam o uso abusivo de agrotóxicos, uma vez que, eles trazem prejuízos ao meio, assim como, ao homem. No entanto, vale lembrar que o mundo vive um momento de transição, pois, a sustentabilidade começa a se popularizar no mundo. Com isso, cresce a produção orgânica que nas próximas décadas será a vertente de maior poder econômico na produção agrícola, logo, é esperado que uso de pesticidas caia em desuso.', 'De acordo com o Ministério da Agricultura, no Brasil, apenas 5% da produção de alimentos é orgânica, prece pouco, porém, segundo a FAO(Organização das Nações Unidas para Alimentação e Agricultura), existe uma tendência mundial de crescimento desse mercado. Os dados da instituição mostram que até 2040, a mdia mundial será de 40% de alimentos produzidos sem uso de produtos nocivos. Isso, sem contar as novas tecnologias que surgem e aumentam esse percentual. Assim, não há o que temer,\xa0 pois, o futuro terá produção com respeito ao meio.', 'Por fim, a lógica mundial é que progressivamente haja diminuição no uso de agrotóxicos. Então,\xa0 basta apenas acompanhar essas mudanças com medidas que visem amenizar os problemas do presente . Ou seja, os Estados devem agir facilitando o financiamento agrícola e descontos em impostos para produtores com consciência ambiental. Asim como, incentivar a agricultura familiar, porque, eles são os grandes responsáveis pelo alimento livre de venenos que chegam na mesa do brasileiro.']","[120, 120, 120, 120, 120]",600
73,,"['O Brasil é o reflexo de suasdesigualdades sociais resultantes de um passado histórico violento embasado na exploração e repressão de minorias . \xa0Assim como os demais grupos marginalizados\xa0 coube aos negros pouco espaço e representação social.', 'Embora, \xa0na última década, observa-se avanços significativos das políticas inclusivas, como as cotas em concursos públicos, \xa0e a maior atuação dos\xa0grupos militantes, os negros permanecem entre os grupos mais vulneráveis. \xa0No geral, \xa0eles ocupam os piores empregos, apresentam baixo grau de escolaridade e residem em áreas de risco.', 'Não suficiente, o preconceito reforça ainda mais o abismo social existente entre os negros e \xa0aqueles considerados brancos. Mesmo havendo eis que visam combater à intolerância, \xa0o racismo persiste na sociedade sob suas mais variadas formas .', 'Além disso, \xa0as restrições\xa0 impostas aos negros não se limitam apenas ao âmbito econômico e político, \xa0mas também ao religioso. As religiões de origem africana, \xa0como a ubanda, \xa0têm sido alvo de numerosos atos de ódio, sendo alguns de seus membros impedidos de exercerem suas crenças.', 'Neste panorama, são muitos os desafios a serem superados pelos negros . O Estado tem direcionado esforços\xa0\xa0para reduzir as discrepâncias existentes entre negros e brancos, entretanto,\xa0 a aplicação das eis mostra-se falha e as políticas de inclusão insuficientes diante da problemática. \xa0Assim, \xa0colocadas as pautas,\xa0faz-se necessário a devida aplicação da ei de forma equânime por seus agentes \xa0e a maior conscientização da população por meio de programas socioeducativos.']","[120, 80, 120, 120, 120]",560
76,Direitos não devem ser utópicos.,"['O Brasil não é exemplo quando se trata de equidade de gênero, entretanto esse objetivo não é utópico.', 'Assim como a Islândia, primeira colocada em questão de igualdade de gênero pelo Fórum Econômico Mundial (WEF), a nação brasileira pode ter progresso, exercendo medidas sociais e legislativas contra essa desigualdade que há no país.', 'Na pesquisa realizada pelo WEF\xa0 o Brasil ocupa a nonagésima posição, um dos motivos é a desigualdade salarial, a mulher pode receber até trinta por cento menos que o homem, mesmo exercendo a mesma função . Há casos em que ocorre o preconceito com mulheres em relação à algumas funções, o que desvaloriza as mesmas no mercado de trabalho.', 'O aumento da inserção de mulheres no mercado de trabalho não faz com que as tarefas domésticas sejam justamente divididas entre ambos os gêneros, elas continuam sendo as responsáveis pela casa e pelos filhos, o que pode comprometer seu rendimento no ramo profissional, aumenta seu desgaste físico e mental podendo comprometer também sua saúde.', 'Há medidas que podem ser implantadas tornando a equidade de gênero mais próxima à realidade brasileira. Assim como a Islândia, a política nacional pode executar uma lei exigindo igualdade entre os gêneros nas empresas (desde micro à macro), criando também cotas femininas para que as mulheres conquistem seu espaço em qualquer ramo profissional e punindo àqueles que não cumprem a lei com multas. Para as mulheres que além da carreira profissional tem responsabilidades domésticas, implantações de novas creches e pré-escolas serão úteis exigindo menos das mães e tornando a saúde mais estável para as mesmas.']","[120, 120, 120, 120, 120]",600
57,,"['É notório que o cinema no Brasil resume -se a algo limitante nos dias atuais.', 'Grande parte da população, encontram-se impossibilitad de frequentar uma sala cinematográfica, pois os fatores que contribui para essa problemática são: ausência de empresas exibidoras em determinadas áreas e regiões Brasileiras, e ao grupo de pessoas consideradas baixa renda, referente as quais não podem pagar por um ingresso.', 'Concluindo, o ideal seria que todos realizassem palestras e mídias televisivas com intuito de chegar até as mídias exibidoras, oi também que o governo crie projetos como: cinema para todos, dessa forma, fatores negativos serão combatidos afin de facilitar a transmissão para todos os telespectadores.']","[80, 40, 40, 80, 40]",280
64,Educação Sexual nas escolas = Melhor relação do jovem com o sexo,"['Relativo ao tema educação sexual nas escolas é possível afirmar que ensinar educação sexual a jovens e crianças nas escolas é extremamente importante e benéfico, visto que a escola pode não só instru-los sobre quando iniciar a vida sexual, mas também como o faz-lo de forma segura prevenindo-o das Doenças Sexualmente Transmissíveis (DSTs).', 'O ensino de educação sexual nas escolas é de extrema importância, uma vez que muitos jovens e crianças não têm acesso nenhum às informações a cerca desse tema em suas residências, seja por ser tratado como tabu ou pelo desconhecimento dos pais em como e quando abordar esse assunto com seus filhos. Nesse momento a escola tem um papel fundamental tendo em vista que pode ensinar aos seus alunos não só questões relacionadas aos aparelhos reprodutores como também pode instru-los qual o momento certo para iniciar a vida sexual. De acordo como o site Universia, uma pequisa realizada por uma marca de preservativos mostra que os jovens iniciam cada vez mais cedo à vida sexual, o que os expõe a gravidezes indesejadas, relações abusivas e doenças sexualmente transmissíveis. É, portanto inadmissível que estando o Fundo das Nações Unidas para a Infância (UNICEF) garantindo os direitos da criança e do adolescente no Brasil desde 1950, o Estado não seja capaz de garantir aos seus jovens o direito às informações e instruções sobre como e quando iniciar sua vida sexual no momento mais oportuno e em uma idade mais propícia.', 'Além disso, a escola ao ensinar educação sexual aos seus estudantes está contribuindo também para que eles ao darem início a sua vida sexual o façam de maneira segura, com o uso de métodos contraceptivos, para evitar gravidez indesejada e o uso de preservativos , que são de suma importância para evitar a transmissão de DSTs. De acordo com o portal de notícias G1 houve um aumento de 140% no número de casos de pessoas infectadas com o vírus do HIV, e entre os jovens o número e ainda mais alarmante. Assim, é inaceitável que o país sendo membro da Organização Mundial da Saúde, não consiga promover educação a população jovem sobre a prevenção de doenças transmissíveis por contato sexual, fazendo com que diminua o número de infecções e transmissões dessas DSTs.', 'Sendo assim, o ensino de educação sexual nas instituições de ensino para jovens e crianças demostra ser algo mais do que necessário e benéfico a ser feito pelo governo federal, pois pode garantir a saúde e o bem estar da população jovem do país. Além disso, o Ministério da Saúde em parceria com essas instituições, pais, comunidade e meios de comunicação, devem esclarecer e garantir acesso aos jovens a todas as informações sobre as relações sexuais e suas consequências quando feitas de forma segura e consciente . Espera-se, com isso, que a ação desses agentes em consonância com a educação sexual promovida no âmbito escolar e familiar possa promover uma melhor relação do jovem com o sexo auxiliando-os na prevenção das DSTs e das gravidezes indesejadas.']","[120, 160, 120, 120, 120]",640
80,,"['Desde a era \xa0Colonial,o negro é rejeitado na sociedade brasileira.Em pleno século XXI ainda permanece essa problemática.O racismo é um mal que assola a população negra e traz sérios danos para ela,o que dificulta a integração dela no convívio social.', 'Quando os portugueses chegaram ao Brasil,eles trouxeram com eles os povos negros oriundos do continente africano para serem escravizados no país.Isso se devia por causa da crença que a raça negra era inferior a \xa0branca por causa da cor da pele.Entretanto,mesmo com a lei Áurea,que foi assinalada pela princesa Isabel,com o intuito de libertar os negros do trabalho escravo,ainda hoje eles vivem excluídos na sociedade por causa do preconceito e da falta de oportunidades para a integração deles.Os afrodescendentes não correspondem \xa0um número significativo nas universidades,em altos cargos no emprego,entre outros lugares de destaque.Com isso,é nítido todo o preconceito que se vê na sociedade e a falta de respeito com essas pessoas que ficam marginalizadas no meio social.', 'Martin Luther King lutou nos Estados Unidos pelos direitos civis dos negros.Apesar dele \xa0conseguir alguns direitos \xa0como por exemplo, a inclusão deles no espaço público com os brancos,o que antes era proibido,o preconceito continuou a persistir,a perseguição a eles e o racismo.Isso é visto também no Brasil,já que a população negra luta por ser reconhecida e respeitada.Esse preconceito que ainda é nítido nas escolas,nas instituições de ensino,nas empresas e até mesmo nos espaços públicos, \xa0tem demonstrado a total falta de respeito ao próximo.', 'A mídia \xa0por possuir um grande poder de persuasão \xa0deve propor debates nos canais abertos para discutir sobre o racismo.As instituições de ensino em parceria com as famílias, \xa0devem se unir  para acabar com o preconceito,com feiras culturais que retratam a importância da história e da cultura africana para a formação da etnia brasileira.Assim,o preconceito acabará de trazer atraso social para o cidadão brasileiro \xa0como dizia Bob Marley:Enquanto a cor da pele for mais importante que o brilho dos olhos,haverá gurra.']","[160, 160, 120, 160, 160]",760
82,Automedicação,"['A automedicação é um fenômeno que cresceu demasiadamente após o século XX, devido ao significativo avanço na medicina. É evidente que essa prática contribuiu para melhorar a qualidade de vida da população, no entanto, seu uso descontrolado pode causar dependência química e fortalecer vírus e bactérias.', 'Afim \xa0de aliviar os pequenos desconfortos que assolam as pessoas todos os dias, os remédios populares ajudaram o Sistema Único de Saúde (SUS) a não entrar em colapso devido a \xa0alta demanda por atendimento, tornando-o mais eficiente. Porém, o ato de se automedicar aumentou consideravelmente o índice de dependência química. A morte do cantor internacional Michael Jackson reflete esse problema, pois foi causada por um vício do artista em remédios para dormir.', 'Outro aspecto relevante é que o uso indiscriminado de antibióticos têm \xa0gerado graves consequências para a população, como o fortalecimento e mutações de bactérias. Isso acontece porque muitas pessoas não seguem a recomendação da bula, consumindo o medicamento fora dos prazos previstos. Tal atitude acarretou o surgimento de novas doenças que são um desafio complexo para os médicos.', 'Em suma, a automedicação trouxe tanto benefícios como malefícios para a população. Existe, porém, uma maneira de transformar esse hábito, afim \xa0de eliminar seus efeitos negativos. Para isso, é necessário que o Estado estabeleça medidas que ampliem a fiscalização de venda de remédios perigosos sem receita médica. Também é necessário que a mídia, juntamente com as  escolas, promovam campanhas que conscientizem a população sobre a importância de seguir as instruções das bulas dos medicamentos.']","[160, 160, 160, 160, 160]",800
44,Let her Run?,"['Recentemente, o movimento “Let her run” (deixe ela correr, em tradução livre) surgiu devido ao caso da atleta sul-africana Caster Semenya, a qual foi privada de participar das competições de atletismo de 2019 por apresentar níveis de testosterona (hormônios masculinos) acima do permitido, mesmo depois de comprovado que tal elevação ocorre por obra de uma disfunção hormonal que aumenta os níveis desse hormônio de forma natural. Mutuamente a esse fato surge a pergunta “uma mulher tem que realmente provar que é mulher?”', 'Há quem se considera a favor da privação da atleta, pontuando que seria injusto Semenya competir com outras mulheres, visto que é comprovado pelo Aaron Baggish, do Massachusetts General Hospital, que o alto nível de testosterona no organismo aumentaria significativamente o seu desempenho nas provas. Por outro lado, os defensores da esportista afirmam que a privação proposta seria um comportamento discriminatório, considerando o fato de que a punição seria feita a partir dos traços biológicos de Caster.', 'Levando em consideração as opiniões e argumentos ,contra e a favor, do caso da atleta sul-africana Caster Semenya, apresentados anteriormente, há coerência em afirmar que medidas visando a justiça e igualdade deveriam ser tomadas por parte do estado. Como foi dito, a atleta mencionada sofre uma disfunção hormonal, ou seja, não possui culpa alguma em relação ao seu estado biológico. Partindo desse fato, é correto dizer que seus direitos necessitam ser assegurados, dando liberdade a moça a participar da competição de atletismo na categoria feminina.']","[200, 160, 160, 120, 120]",760
73,Um caminho para todos,"['O passado histórico brasileiro\xa0 demarcado pela opressão étnica, o racismo, gerador de violência, ódio e discórdia, tornou-se um fator cultural de extrema prevalência no país e, por isso, deve ser urgentemente enfrentado, combatido e destruído para sempre . Por que ele só causa dor. Já estar mais do que comprovado de que a grande questão do preconceito é que valores de aversão à diversidade são doutrinados na sociedade e, para reverter a atual situação, é necessária uma mudança educacional que promova a igualdade e a harmonia.', 'É lamentável que a escravidão brasileira mesmo banida haja um século e três décadas , ainda hoje esteja ligada as algemas invisíveis do preconceito, do racismo e da intolerância. A sociedade brasileira não pode nem deve compactuar com isso. Não mais! E muito menos os governantes e educadores. É necessário uma politica de igualdade todos os nativos desta terra são brasileiros. E não só os brancos, os ricos, os poderosos e os perfeitos. No campo onde o talento é soberano tem lugar para todos, porque o talento não escolhe cor. Como nos esportes, na msica e na dança.', 'Toda criança nasce livre de preconceito, racismo e intolerância!\xa0 Ela não se julga melhor nem pior que ninguém, ela só quer ser igual. São os adultos que vão doutrinando e moldando aquele pequenino ser de bondade no extremista quando crescer. Quem disse para o branco que um negro vale menos? Quem disse pra Hitler que um judeu vale menos que um alemão? Quanto vale um homem? Uma vida tem preço? Aprendemos a voar como os pássaros e a nadar como os peixes, mas não aprendemos a conviver como irmãos. Disse Martin Luther King.', 'A injustiça num lugar qualquer é uma ameaça à justiça em todo o lugar. Para que o caminho da superação seja para todos uma das coisas importantes da caminhada, é não buscar julgar a pessoa injusta, mas transformá-la. E isso só será possível com a educação. Por meio de enfrentar o problema, não aceitação de ser julgado pela cor. Denunciando ações de racismo. Só a educação pode transformar uma pessoa, um lugar, um país e o mundo. Já que a boa educação vem de berço. Eduque os pais que os filhos aprendem.\xa0A igualdade é um exercício que deve ser praticado por todos cotidianamente por dever moral e cívico. Se quisermos uma nação civilizada e harmônica deve começar por nós a mudança. Igualdade e oportunidade para todos é o único caminho que levará a superação da raça humana.']","[120, 80, 80, 120, 80]",480
59,,"['O romance ""idas secas"", do escritor brasileiro, Graciliano Ramos, retrata problemas, como a fome, vividas por uma família de retirantes. Embora o livro seja uma ficção, a fome no Brasil é um enorme problema, uma vez que, essa atinge grande parcela da população, seja,\xa0 pela falta de acesso aos alimentos ou por questões socioeconômicas. Nesse contexto, evidencia-se a necessidade de mobilização das autoridades competentes a fim de reduzir essa problemática.', 'Em primeiro plano, a dificuldade do acesso ao alimento é um impulsionador da fome no Brasil. Mesmo o país sendo um grande produtor de alimento a fome ainda é um problema, visto que, a concentração de terra, originadas as capitanias hereditárias, apresenta no cenário atual uma questão de desigualdade social. Como resultado disso, a população em extrema pobreza fica impossibilitada, de adquirir o básico necessário para alimentação humana, haja vista, que a utilização das propriedades latifundiárias estão destinadas a produção em grande escala para a comercialização.', 'Em segundo plano, a questão socioeconômica impossibilita a retificação da fome no país. O sociólogo Adam Smith, diz que a pobreza extrema não pode ser admitida, pois isso gera uma carência no mercado consumidor. Nessa analogia, nota-se que a fome no Brasil é uma consequência da baixa renda, pois, no mercado consumidor atual, o dinheiro é o único meio de adquirir algo, apresentando um cenário de fome para aquele que não possui uma renda necessária para compra de comida.', 'Em suma, são necessárias medidas que minimizem a fome no Brasil. Deste modo, cabe ao Ministério do Desenvolvimento Social e Combate à Fome, proporcionar uma parceria com empresas de grande porte, de maneira que os impostos sejam arrecadados em forma de cestas básicas a fim de distribuir s famílias carentes. Além disso, cabe ao Poder Legislativo,\xa0\xa0ampliar as políticas públicas destinadas a população de baixa renda com o intuito de diminuir a desigualdade social existentes. Só assim, o país poderá democratizar o alimento, e a fome estará presente apenas na ficção.']","[120, 160, 120, 160, 120]",680
54,Melhor prevenir,"['Durante o século xx,\xa0 ocorreu a Revolta da Vacina. Foi uma insurreição popular ocorrida no estado do Rio de Janeiro, onde\xa0a população era obrigada a se vacinar devido o governo sancionar um ofício. por causa da disseminação de doenças virais que estavam matando pessoas naquela época.', 'A falta de informação era tamanha que muitos chegaram a creditar que a vacinação seria um forma de matar a população carente. Então, após adotar campanhas de conscientização os governantes conseguiram erradicar uma série de patologias, ou seja, a varíola, o sarampo, a rubéola, dentre outras. Entretanto, o movimento antivacina vem influenciando uma parte da população a não se imunizar . De acordo com a Organização Mundial da Saúde (OMS), o movimento é tao perigoso quanto aos\xa0vírus que ameaçam a reverter o progresso alcançado no combate de doenças a doenças evitáveis por vacinação.', 'Em primeira anlise, cabe destacar que que a vacinação continua sendo a forma mais segura e eficaz de prevenção, principalmente contra doenças infecciosas . Além disso, é a melhor maneira de se proteger de uma variedade de doenças graves\xa0e de suas complicações que podem levar a morte.', 'egundo\xa0 Organização Mundial da Saúde (OMS), as razões em que as pessoas escolhem a não se imunizar são a falta de confianças e dificuldade no acesso a elas. De acordo com o Programa Nacional de Imunização do Ministério da Saúde (PNI/MS), nos últimos dois anos a meta de ter 95% da população - alvo vacinada não foi alcançada.,\xa0 Por consequência, vacinas importantes como a treta viral, que previne o sarampo, caxumba, rubéola e varicela, teve o menor índice de cobertura no país.', 'Portanto, a vacina tem eficácia comprovada e é essencial para blindar o organismo contra doenças que ameaçam a saúde em todas as idades. Contudo, para que a população tenha mais informação sobre a importância de se imunizar o Ministério da Saúde junto com o Ministério da Educação devem criar palestras e campanhas informativas e aumentar o tempo de vacinação no posto de saúde. Além disso, o Governo Federal deve esclarecer e combate e esclarecer por meio de publicidade e mídias o surgimento de notícias falsas sobre a vacina. Dessa madeira, a população se conscientizará sobre a importância de se imunizar.']","[120, 120, 80, 120, 120]",560
57,Democratização em questão,"['Um dos primeiros cinemas tupiniquins, o Cinépolis, originado na ""Bela Época"" paraense, \xa0surgiu como uma opção de lazer à elite tangente à produção da borracha, não sendo alcançado por toda a população. Não obstante à época, o imbróglio perdura. Portanto, torna-se fundamental identificar as causas e possíveis soluções para a problemática.', 'Em consonância com a Declaração dos Direitos Humanos, os hominídeos têm direito informação e lazer. Logo, figura como um i=entrave a carência da democratização do espaço cinemático, haja vista que somente 17% da população brasileira frequenta o cinema , ocorrendo também devido à concentração de salas de cinema nos pólos industriais do país.', 'Outrossim, a pirataria configura-se como uma problemática pertinente ao meio cinematográfico. A recorrência de tal prática se dá em virtude da impossibilidade do acesso às obras ou à carência de recursos financeiros;\xa0A massificação do acesso ao cinema seria uma possibilidade de diminuir índices de tal prática criminosa, aumentando vertiginosamente o lucro das empresas cinematográficas.', 'A democratização do cinema é imprescindível para a elucidação de problemáticas como a pirataria de filmes e para abranger o acesso à cultura, logo, são necessárias medidas governamentais ou parcerias pblico-estatais para ampliar salas em regiões como Norte e Nordeste.']","[120, 160, 80, 120, 80]",560
21,Evitando o acidente,"['Ruas vazias, carência de produtos, filas nos postos de combustíveis, temor e incerteza. O roteiro de futuros distópicos foi encenado, recentemente, no Brasil, durante a paralisação dos caminhoneiros. A greve expôs o resultado de sucessivas políticas públicas que priorizaram o transporte rodoviário, tornando a população refém das estradas e do diesel. Afinal , a greve foi uma surpresa ou uma crise anunciada?', 'O capitalismo de compadrio, praticado não apenas no Brasil, corresponde à aliança entre o Poder Público e os interesses privados. O lobby das concessionárias automotivas atuou – e atua – fortemente em Brasília, influenciando (ou mandando) no planejamento dos governos. Em nome do “desenvolvimento”, o país escolheu o sistema rodoviário em detrimento do transporte ferroviário e hidroviário. Sob o asfalto, mesmo o esburacado, movimenta-se o Brasil.', 'Esse movimento tem um expoente: o caminhoneiro. Ele sente na pele (e no bolso) os impactos dos impostos abusivos, seja nos pedágios, seja nos postos de combustíveis. Como qualquer classe trabalhadora , a carga tributária onera a apertada renda mensal, fazendo com que a base da pirâmide social assista, do acostamento, a muitos enriquecerem com a exploração alheia. Sem dúvida, a greve surgiu como um grito de basta, transbordando toda a frustração acumulada de anos de descaso e incompetência.', 'Tal grito veio tarde, mas assustou os incautos. Assustou quem não acreditava que uma classe trabalhadora pudesse exercer seu direito à greve; assustou quem imaginava um povo omisso e resignado. Os grevistas perceberam que tem poder de parar uma nação. Ora, todos os cidadãos podem e devem parar uma nação que trafega rumo ao abismo. Resta a dúvida: qual caminho será trilhado? Quem escolherá a nova rota?', 'Certamente, apenas a população consciente poderá responder tais questões. Até então, a rota era guiada por quem sempre se manteve no poder, sucessivos políticos e empresários perpetuadores um Brasil asfaltado e atrasado. A greve dos caminhoneiros deve ser um alerta aos cidadãos de que o poder da mudança reside em suas mãos. Paralisemos o país antes que ele capote.']","[200, 200, 200, 200, 200]",1000
69,Efeitos Dos Agrotóxicos No Brasil,"['Na atualidade, o Brasil continua sendo um dos países que mais consomem agrotóxicos anualmente, cerca de 5,2 litros por habitantes. Tais agrotóxicos que possuem uma forte importância na agricultura, também acarretam vários efeitos negativos. Em primeira instância, cabe citar o caso do DDT, um pesticida altamente perigoso ecologicamente, onde no Brasil já foi proibid\xa0 sua fabricação, bem como sua exportacão e importação, pois sua aplicação não matavam apenas s pragas (insetos, fungos, etc.)\xa0as também várias outras espécies consideradas predadores naturais dessas pragas, como, por exemplo: s minhocas. Além disso, vale lembrar que: e o uso dos agrotóxicos podem comprometer os lagos, várias espécies de animais, saúde humana,\xa0 e ecologia natural, então, consequentimente, seu uso vai contra à Constituição Federal de 1988, que assegura o direito de todos ao meio ambiente ecologicamente equilibrado. Assim, fica evidente, que baseado em tais fatores mencionados, o uso dos agrotóxicos, em geral, causam péssimos efeitos ecológicos,e, seu uso deve ser minimizado ao possível, então, cabe ao sistema legislativo federal criar leis, que regulem e fiscalizem quantidade máxima de agrotóxicos que podem ser usad\xa0pelas empreas agrícolas. Além disso, toda a participação dos órgãos públicos é valida, uma vez que s escolas podem criar eventos com palestras interativas que,\xa0\xa0possam informar aos defensores de seu uso sobre seus efeitos negativos.']","[120, 40, 80, 40, 0]",280
56,O caos do sistema penitenciário,"['É de geral conhecimento que a superlotação dos presídios brasileiros é algo alarmante, o número expressivo dos detentos é superior à sua capacidade real tornando o local insuportável e até mesmo desumano.', 'Segundo dados de pesquisas, a média de idade entre os detentos em sua maioria é entre 18 a 29 anos e estes não concluíram nem o Ensino Médio. O tráfico de drogas está no topo da lista dos crimes que mais geram novos encarcerados, ademais chama a atenção que grande parte desses são mulheres, algumas escolhem esse mundo pois ainda muito jovens engravidam, deixam os estudos e sozinhas acreditam ser essa a melhor alternativa para sustentarem seus filhos, porém como o crime é algo que não compensa em algum momento se deparam com essa realidade e para algumas pode ser tarde demais.', 'Em 2018 no momento em que vivia um caos na Segurança Pública, o Estado do Rio de Janeiro optou pela Intervenção Federal na tentativa de reduzir o número de crimes porém,\xa0neste mesmo período ocorreu o assassinato da Vereadora Marielle Franco e também do motorista Anderson, casos investigados até o dia de hoje.', 'Como é sabido em muitos casos, pouco tempo depois de serem liberados das prisões ex-detentos voltam a cometer crimes e rapidamente estão lotando as cadeias novamente, será que a causa disso são as leis brandas demais?', 'Em virtude dos fatos mencionados conclui-se que faz-se necessário o investimento em uma Segurança Pública efetiva, modernização do Sistema Prisional ,leis mais severas, projetos na área da Educação em que scola e família possam trabalhar juntas com o foco da permanência das crianças e jovens nas Escolas, pois com Educação é possível reverter o número dantesco de jovens lotando as prisões brasileiras.']","[120, 120, 120, 120, 120]",600
70,Ideologia e DSTs,"['""O meu prazer agora é risco de vida/ meu sex and drugs não tem nenhum Rock \'n Roll"". Nesse trecho da canção "" Ideologia"", composta e interpretada por Cazuza, faz um jogo de palavras com o ""slogan"" da juventude dos anos 80 - sexo, drogas e rock \'n roll - para retratar, dentre outros aspectos sociais, a problemática da AIDS, doença, até então, pouco conhecida. Hodiernamente, no Brasil, o aumento do número de adolescentes infectados com DSTs (Doenças Sexualmente Transmissíveis) levanta discussões sobre maneiras eficazes de prevenção, tratamento e informação para a juventude do século XXI - totalmente distinta dos jovens dos anos 80.', 'Segunda a Biblioteca Virtual em Saúde, as DSTs são transmitidas, principalmente, por contato sexual sem o uso de preservativo com uma pessoa infectada e, geralmente, se manifestam por meio de bolhas, feridas ou corrimentos. O cancro mole, HPV e a Gonorréia são alguns exemplos dessas enfermidades. Dentre estas, a Síndrome da Imunodeficiência Adquirida (AIDS) é a mais destrutiva, pois, mesmo diante dos avanços na medicina, ainda não possui cura.', 'Diante disso, percebe-se a problemática que é o aumento desse tipo de doença entre os jovens brasileiros. De acordo com o Departamento de DST, AIDS e Hepatites Virais do Ministério da Saúde\xa0\xa0houve um aumento expressivo de brasileiros, entre 15 e 19 anos, infectados - uma variação de 187,5% com a transição da estimativa de 2,4 para 6,9 em cada 100 mil habitantes. A elevação dessa taxa pode ser explicada pela ausência de medidas eficazes\xa0 que acompanhem as mudanças comportamentais dos jovens do século XXI, imersos em uma sociedade bem mais dinâmica, cosmopolita e marcada pela instantaneidade das redes sociais.', 'As campanhas e outras formas de prevenção de todas as DSTs, portanto, devem ser reformuladas e integradas ainda mais nos âmbitos virtuais. O Ministério da Saúde, por exemplo, pode investir mais na criação de posts educativos, através de perfis em Facebook, Instagram e Twitter,\xa0 demonstrando relatos - com todo o resguardo de imagem - de jovens infectados e as mudanças que esse fator trouxe em suas vidas socio-emocionalmente. Além disso, mitigar a falsa ideia que alguns jovens ainda possuem de que o coquetel AZT é a cura para a AIDS\xa0 e, portanto, o uso da camisinha e da adoção de práticas e comportamentos sexuais mais seguros serem imperativos. Assim, o Brasil ajudará a manter seus jovens mais saudáveis.']","[160, 200, 160, 160, 120]",800
59,Fome,"['Desigualdade social no Brasil gera diversas desfasagem na sociedade, causando problemas como o analfabetismo e o desemprego, que consequentemente gera a fome e a miséria.', 'A fome ao contrario do que o atual presidente da republica, Bolsonaro diz ainda existe sim no Brasil. Segundo dados do IBGE (Instituto Brasileiro de Geografia e Estatística) de 2013, 3.6 % dos brasileiros passa por situações de fome, valor este que atualmente deve ter aumentado.', 'Tudo isto é culpa de uma poltica que o Brasil vem desenvolvendo ao longo dos anos, uma poltica que quer apenas mistificar um Brasil perfeito para a sociedade, e corromper o dinheiro que por direito deveria ser investido justamente em educação e emprego.', 'A única solução deste mal é fortalecer a sociedade, para que abram os olhos para a poltica escassa e lutem pela minoria que passam por tais situações, pois enquanto uma sociedade inteira não se importar, uma ou outra doação não irá salvar vidas para sempre.']","[120, 120, 80, 120, 80]",520
